wavelength (nm),irradiance_mar25_mar29 (W/m^2/nm),irradiance_mar30_apr04 (W/m^2/nm),irradiance_apr10_apr16 (W/m^2/nm),source (1: TIMED XPS, 2: Rocket EVE, 3: TIMED EGS, 4: SORCE SOLSTICE, 5: SORCE SIM, -1: fill)
42.35,2.5835E-6,2.5835E-6,1.8875E-6,2
42.45,2.4453E-6,2.4453E-6,1.8628E-6,2
42.55,2.3953E-6,2.3953E-6,1.8479E-6,2
42.65,2.51E-6,2.51E-6,1.9136E-6,2
42.75,2.8732E-6,2.8732E-6,2.3036E-6,2
42.85,4.0595E-6,4.0595E-6,3.3926E-6,2
42.95,8.1149E-6,8.1149E-6,7.1029E-6,2
43.05,3.0644E-5,3.0644E-5,2.5422E-5,2
43.15,9.7453E-6,9.7453E-6,9.2168E-6,2
43.25,3.0516E-6,3.0516E-6,3.1134E-6,2
43.35,4.6114E-6,4.6114E-6,3.8761E-6,2
43.45,1.5056E-5,1.5056E-5,1.3292E-5,2
43.55,1.5764E-5,1.5764E-5,1.4444E-5,2
43.65,4.1416E-5,4.1416E-5,4.1278E-5,2
43.75,1.2567E-5,1.2567E-5,1.1904E-5,2
43.85,3.4103E-6,3.4103E-6,3.4015E-6,2
43.95,3.5733E-6,3.5733E-6,3.2138E-6,2
44.05,3.3826E-6,3.3826E-6,3.0306E-6,2
