tempo_s,strain_H1,strain_L1
-0.020996,2.530374e-19,-1.617157e-18
-0.020752,2.176976e-19,-1.624480e-18
-0.020508,1.949759e-19,-1.605089e-18
-0.020264,2.453408e-19,-1.571147e-18
-0.020020,2.634457e-19,-1.556714e-18
-0.019775,2.141413e-19,-1.570156e-18
-0.019531,2.065918e-19,-1.598338e-18
-0.019287,2.398924e-19,-1.612828e-18
-0.019043,2.558992e-19,-1.614541e-18
-0.018799,2.331284e-19,-1.619416e-18
-0.018555,1.979196e-19,-1.607091e-18
-0.018311,2.324528e-19,-1.572048e-18
-0.018066,2.728062e-19,-1.555140e-18
-0.017822,2.286770e-19,-1.568978e-18
-0.017578,2.052950e-19,-1.591947e-18
-0.017334,2.370812e-19,-1.607270e-18
-0.017090,2.563324e-19,-1.609252e-18
-0.016846,2.461502e-19,-1.611358e-18
-0.016602,2.066437e-19,-1.601091e-18
-0.016357,2.187863e-19,-1.566956e-18
-0.016113,2.739744e-19,-1.547300e-18
-0.015869,2.457176e-19,-1.557861e-18
-0.015625,2.008654e-19,-1.580943e-18
-0.015381,2.295136e-19,-1.596995e-18
-0.015137,2.572154e-19,-1.597737e-18
-0.014893,2.479477e-19,-1.598691e-18
-0.014648,2.168896e-19,-1.592118e-18
-0.014404,2.091769e-19,-1.559733e-18
-0.014160,2.620638e-19,-1.535365e-18
-0.013916,2.622613e-19,-1.543397e-18
-0.013672,2.039462e-19,-1.563263e-18
-0.013428,2.189747e-19,-1.580734e-18
-0.013184,2.533766e-19,-1.583824e-18
-0.012939,2.468147e-19,-1.581344e-18
-0.012695,2.232194e-19,-1.576451e-18
-0.012451,2.026523e-19,-1.547154e-18
-0.012207,2.449654e-19,-1.520193e-18
-0.011963,2.681482e-19,-1.526112e-18
-0.011719,2.089677e-19,-1.544380e-18
-0.011475,2.038643e-19,-1.559523e-18
-0.011230,2.491960e-19,-1.563844e-18
-0.010986,2.475071e-19,-1.560489e-18
-0.010742,2.232916e-19,-1.556569e-18
-0.010498,2.029780e-19,-1.529033e-18
-0.010254,2.233126e-19,-1.499104e-18
-0.010010,2.644776e-19,-1.502991e-18
-0.009766,2.236462e-19,-1.518690e-18
-0.009521,1.859300e-19,-1.533450e-18
-0.009277,2.329795e-19,-1.539493e-18
-0.009033,2.471742e-19,-1.535859e-18
-0.008789,2.187784e-19,-1.532900e-18
-0.008545,2.017049e-19,-1.509882e-18
-0.008301,2.096206e-19,-1.477074e-18
-0.008057,2.512849e-19,-1.475846e-18
-0.007812,2.328846e-19,-1.492998e-18
-0.007568,1.826619e-19,-1.504036e-18
-0.007324,2.140411e-19,-1.510288e-18
-0.007080,2.434382e-19,-1.507997e-18
-0.006836,2.199096e-19,-1.504502e-18
-0.006592,1.971167e-19,-1.486628e-18
-0.006348,1.967507e-19,-1.449951e-18
-0.006104,2.329153e-19,-1.444316e-18
-0.005859,2.368181e-19,-1.463992e-18
-0.005615,1.826579e-19,-1.472786e-18
-0.005371,1.906638e-19,-1.477902e-18
-0.005127,2.387068e-19,-1.477312e-18
-0.004883,2.198621e-19,-1.472010e-18
-0.004639,1.888694e-19,-1.456820e-18
-0.004395,1.902092e-19,-1.422234e-18
-0.004150,2.151371e-19,-1.409063e-18
-0.003906,2.348392e-19,-1.426777e-18
-0.003662,1.882361e-19,-1.438832e-18
-0.003418,1.690647e-19,-1.443003e-18
-0.003174,2.220139e-19,-1.442046e-18
-0.002930,2.208702e-19,-1.439549e-18
-0.002686,1.833224e-19,-1.427111e-18
-0.002441,1.802772e-19,-1.391495e-18
-0.002197,2.001252e-19,-1.373980e-18
-0.001953,2.233735e-19,-1.389442e-18
-0.001709,1.934124e-19,-1.400012e-18
-0.001465,1.580241e-19,-1.402220e-18
-0.001221,2.002088e-19,-1.404696e-18
-0.000977,2.201783e-19,-1.403547e-18
-0.000732,1.804514e-19,-1.391178e-18
-0.000488,1.670784e-19,-1.357494e-18
-0.000244,1.851434e-19,-1.334935e-18
0.000000,2.098363e-19,-1.350192e-18
0.000244,1.955792e-19,-1.362000e-18
0.000488,1.513860e-19,-1.360868e-18
0.000732,1.741873e-19,-1.365263e-18
0.000977,2.126261e-19,-1.363775e-18
0.001221,1.829910e-19,-1.352355e-18
0.001465,1.546716e-19,-1.320998e-18
0.001709,1.697533e-19,-1.293673e-18
0.001953,1.955663e-19,-1.306815e-18
0.002197,1.921908e-19,-1.321302e-18
0.002441,1.495331e-19,-1.318040e-18
0.002686,1.505671e-19,-1.322081e-18
0.002930,1.964835e-19,-1.325553e-18
0.003174,1.836346e-19,-1.315758e-18
0.003418,1.457780e-19,-1.284548e-18
0.003662,1.525381e-19,-1.252938e-18
0.003906,1.812721e-19,-1.262391e-18
0.004150,1.882624e-19,-1.279638e-18
0.004395,1.473754e-19,-1.273049e-18
0.004639,1.329445e-19,-1.275320e-18
0.004883,1.783629e-19,-1.283774e-18
0.005127,1.802784e-19,-1.275327e-18
0.005371,1.403159e-19,-1.244182e-18
0.005615,1.358836e-19,-1.211752e-18
0.005859,1.626533e-19,-1.217031e-18
0.006104,1.773295e-19,-1.235039e-18
0.006348,1.464075e-19,-1.229275e-18
0.006592,1.208547e-19,-1.230949e-18
0.006836,1.565802e-19,-1.242372e-18
0.007080,1.743724e-19,-1.231775e-18
0.007324,1.386538e-19,-1.202552e-18
0.007568,1.201212e-19,-1.168721e-18
0.007812,1.435600e-19,-1.167892e-18
0.008057,1.670473e-19,-1.190816e-18
0.008301,1.449411e-19,-1.184560e-18
0.008545,1.102851e-19,-1.182655e-18
0.008789,1.313802e-19,-1.197839e-18
0.009033,1.632584e-19,-1.191777e-18
0.009277,1.375491e-19,-1.163330e-18
0.009521,1.087663e-19,-1.126565e-18
0.009766,1.245801e-19,-1.122198e-18
0.010010,1.525126e-19,-1.144005e-18
0.010254,1.439330e-19,-1.139436e-18
0.010498,1.036964e-19,-1.135136e-18
0.010742,1.105050e-19,-1.150420e-18
0.010986,1.501352e-19,-1.147490e-18
0.011230,1.353329e-19,-1.118809e-18
0.011475,1.001369e-19,-1.082803e-18
0.011719,1.053596e-19,-1.073420e-18
0.011963,1.357809e-19,-1.094431e-18
0.012207,1.386747e-19,-1.096711e-18
0.012451,9.943886e-20,-1.086303e-18
0.012695,9.120202e-20,-1.101697e-18
0.012939,1.309827e-19,-1.106558e-18
0.013184,1.307381e-19,-1.073705e-18
0.013428,9.593231e-20,-1.035733e-18
0.013672,9.030701e-20,-1.025873e-18
0.013916,1.142800e-19,-1.045283e-18
0.014160,1.309338e-19,-1.049415e-18
0.014404,9.629694e-20,-1.036580e-18
0.014648,7.227988e-20,-1.053218e-18
0.014893,1.102280e-19,-1.063237e-18
0.015137,1.232876e-19,-1.029578e-18
0.015381,9.038029e-20,-9.926933e-19
0.015625,7.499695e-20,-9.778092e-19
0.015869,9.482232e-20,-9.935163e-19
0.016113,1.188774e-19,-1.002842e-18
0.016357,9.683620e-20,-9.869646e-19
0.016602,6.031632e-20,-1.002126e-18
0.016846,8.524462e-20,-1.015535e-18
0.017090,1.154141e-19,-9.833696e-19
0.017334,8.327261e-20,-9.447101e-19
0.017578,6.023323e-20,-9.285130e-19
0.017822,7.682134e-20,-9.444139e-19
0.018066,9.959653e-20,-9.541721e-19
0.018311,9.439579e-20,-9.401510e-19
0.018555,5.244956e-20,-9.513872e-19
0.018799,6.026238e-20,-9.678039e-19
0.019043,1.021944e-19,-9.393326e-19
0.019287,8.054633e-20,-8.960166e-19
0.019531,5.066954e-20,-8.787775e-19
0.019775,5.977895e-20,-8.936952e-19
0.020020,7.956646e-20,-9.061944e-19
0.020264,8.711623e-20,-8.910316e-19
0.020508,4.945083e-20,-8.994769e-19
0.020752,3.589383e-20,-9.224869e-19
0.020996,8.140862e-20,-8.953492e-19
0.021240,7.917953e-20,-8.506069e-19
0.021484,3.911707e-20,-8.324854e-19
0.021729,4.349536e-20,-8.437015e-19
0.021973,6.482768e-20,-8.575227e-19
0.022217,7.477235e-20,-8.460632e-19
0.022461,5.089914e-20,-8.501046e-19
0.022705,1.984922e-20,-8.720428e-19
0.022949,5.818653e-20,-8.508299e-19
0.023193,7.676147e-20,-8.042584e-19
0.023438,2.918426e-20,-7.847399e-19
0.023682,2.569202e-20,-7.956568e-19
0.023926,4.985354e-20,-8.104029e-19
0.024170,5.858664e-20,-8.018259e-19
0.024414,4.826042e-20,-8.016653e-19
0.024658,1.231345e-20,-8.245587e-19
0.024902,3.140753e-20,-8.085726e-19
0.025146,7.029537e-20,-7.591708e-19
0.025391,3.284067e-20,-7.393924e-19
0.025635,8.953617e-21,-7.504306e-19
0.025879,3.522309e-20,-7.634892e-19
0.026123,4.663369e-20,-7.586412e-19
0.026367,4.167191e-20,-7.564973e-19
0.026611,1.064506e-20,-7.795474e-19
0.026855,8.105279e-21,-7.690321e-19
0.027100,5.361325e-20,-7.193861e-19
0.027344,3.729324e-20,-6.973298e-19
0.027588,-1.823192e-21,-7.061620e-19
0.027832,1.906399e-20,-7.210485e-19
0.028076,3.899352e-20,-7.170262e-19
0.028320,3.475934e-20,-7.134382e-19
0.028564,1.119910e-20,-7.357142e-19
0.028809,-6.314379e-21,-7.269626e-19
0.029053,3.409882e-20,-6.788418e-19
0.029297,4.184116e-20,-6.544383e-19
0.029541,-8.877600e-21,-6.658749e-19
0.029785,5.801615e-22,-6.818249e-19
0.030029,3.141690e-20,-6.792779e-19
0.030273,2.494418e-20,-6.744755e-19
0.030518,9.050416e-21,-6.936216e-19
0.030762,-1.162707e-20,-6.913225e-19
0.031006,1.295154e-20,-6.420424e-19
0.031250,3.968494e-20,-6.164511e-19
0.031494,-3.759007e-21,-6.293157e-19
0.031738,-1.806758e-20,-6.416588e-19
0.031982,1.966000e-20,-6.423903e-19
0.032227,2.353830e-20,-6.380375e-19
0.032471,2.318725e-21,-6.530592e-19
0.032715,-1.724686e-20,-6.555630e-19
0.032959,-4.807114e-21,-6.115632e-19
0.033203,3.004194e-20,-5.813893e-19
0.033447,2.957833e-21,-5.952615e-19
0.033691,-2.831037e-20,-6.099980e-19
0.033936,3.396348e-21,-6.080790e-19
0.034180,1.865981e-20,-6.054646e-19
0.034424,2.671288e-22,-6.180559e-19
0.034668,-1.916429e-20,-6.215819e-19
0.034912,-1.771906e-20,-5.801362e-19
0.035156,1.390843e-20,-5.471945e-19
0.035400,7.975246e-21,-5.633410e-19
0.035645,-3.278491e-20,-5.804637e-19
0.035889,-1.820667e-20,-5.792610e-19
0.036133,1.513439e-20,-5.772599e-19
0.036377,-5.912618e-22,-5.890501e-19
0.036621,-2.505769e-20,-5.923798e-19
0.036865,-2.552665e-20,-5.533829e-19
0.037109,5.748183e-22,-5.196098e-19
0.037354,9.379619e-21,-5.352942e-19
0.037598,-3.001790e-20,-5.550248e-19
0.037842,-3.316820e-20,-5.525914e-19
0.038086,4.125335e-21,-5.516997e-19
0.038330,-1.754691e-22,-5.612731e-19
0.038574,-2.799411e-20,-5.641389e-19
0.038818,-3.535469e-20,-5.312729e-19
0.039062,-1.362256e-20,-4.965972e-19
0.039307,3.450516e-21,-5.107080e-19
0.039551,-2.581877e-20,-5.332351e-19
0.039795,-4.330457e-20,-5.311093e-19
0.040039,-1.129517e-20,-5.285112e-19
0.040283,4.325736e-22,-5.380406e-19
0.040527,-2.780761e-20,-5.403860e-19
0.040771,-4.293636e-20,-5.096767e-19
0.041016,-2.391998e-20,-4.754224e-19
0.041260,-3.265643e-21,-4.884166e-19
0.041504,-2.482185e-20,-5.158005e-19
0.041748,-5.068314e-20,-5.139720e-19
0.041992,-2.737893e-20,-5.105329e-19
0.042236,-4.962317e-21,-5.201477e-19
0.042480,-2.461398e-20,-5.203062e-19
0.042725,-4.955710e-20,-4.933922e-19
0.042969,-3.681288e-20,-4.605681e-19
0.043213,-8.373033e-21,-4.716130e-19
0.043457,-2.221152e-20,-5.015767e-19
0.043701,-5.207378e-20,-5.004184e-19
0.043945,-3.965704e-20,-4.951935e-19
0.044189,-1.292361e-20,-5.038117e-19
0.044434,-2.242775e-20,-5.045202e-19
0.044678,-5.208697e-20,-4.794337e-19
0.044922,-4.849637e-20,-4.467425e-19
0.045166,-1.837661e-20,-4.579165e-19
0.045410,-2.062134e-20,-4.910915e-19
0.045654,-4.994295e-20,-4.920814e-19
0.045898,-4.895304e-20,-4.839068e-19
0.046143,-2.278569e-20,-4.911472e-19
0.046387,-1.962811e-20,-4.924799e-19
0.046631,-4.851796e-20,-4.670878e-19
0.046875,-5.967937e-20,-4.368945e-19
0.047119,-2.770154e-20,-4.472536e-19
0.047363,-1.974811e-20,-4.819969e-19
0.047607,-5.116106e-20,-4.879236e-19
0.047852,-5.694755e-20,-4.781248e-19
0.048096,-3.445054e-20,-4.834292e-19
0.048340,-2.283396e-20,-4.845693e-19
0.048584,-4.361353e-20,-4.606857e-19
0.048828,-6.641434e-20,-4.313115e-19
0.049072,-3.961510e-20,-4.413665e-19
0.049316,-1.804719e-20,-4.785886e-19
0.049561,-4.868653e-20,-4.853551e-19
0.049805,-6.150165e-20,-4.732812e-19
0.050049,-4.084383e-20,-4.774685e-19
0.050293,-2.891132e-20,-4.792754e-19
0.050537,-3.906802e-20,-4.564804e-19
0.050781,-6.689782e-20,-4.296110e-19
0.051025,-5.587280e-20,-4.394853e-19
0.051270,-2.004240e-20,-4.780488e-19
0.051514,-4.266077e-20,-4.904015e-19
0.051758,-6.796635e-20,-4.759540e-19
0.052002,-4.531324e-20,-4.752122e-19
0.052246,-3.225175e-20,-4.787408e-19
0.052490,-3.874285e-20,-4.580769e-19
0.052734,-5.822949e-20,-4.299016e-19
0.052979,-6.559636e-20,-4.401454e-19
0.053223,-2.935177e-20,-4.827830e-19
0.053467,-3.125244e-20,-4.980538e-19
0.053711,-7.059983e-20,-4.837094e-19
0.053955,-5.513494e-20,-4.812962e-19
0.054199,-3.311823e-20,-4.828472e-19
0.054443,-4.031368e-20,-4.648312e-19
0.054688,-5.283658e-20,-4.391947e-19
0.054932,-6.816944e-20,-4.471251e-19
0.055176,-4.126255e-20,-4.901429e-19
0.055420,-2.336585e-20,-5.093811e-19
0.055664,-6.437680e-20,-4.952001e-19
0.055908,-6.236336e-20,-4.882599e-19
0.056152,-3.284620e-20,-4.891134e-19
0.056396,-4.107366e-20,-4.735194e-19
0.056641,-5.000044e-20,-4.492259e-19
0.056885,-6.366649e-20,-4.578521e-19
0.057129,-5.481045e-20,-5.029927e-19
0.057373,-2.198964e-20,-5.293147e-19
0.057617,-5.101282e-20,-5.150795e-19
0.057861,-7.128423e-20,-5.011695e-19
0.058105,-3.516043e-20,-5.032471e-19
0.058350,-3.435865e-20,-4.898470e-19
0.058594,-4.868903e-20,-4.650955e-19
0.058838,-5.656650e-20,-4.742544e-19
0.059082,-5.724145e-20,-5.211830e-19
0.059326,-2.471897e-20,-5.503913e-19
0.059570,-3.540216e-20,-5.375459e-19
0.059814,-7.111438e-20,-5.233932e-19
0.060059,-4.277218e-20,-5.228767e-19
0.060303,-2.551387e-20,-5.091811e-19
0.060547,-4.704735e-20,-4.869419e-19
0.060791,-5.106942e-20,-4.963340e-19
0.061035,-5.429686e-20,-5.430247e-19
0.061279,-3.362788e-20,-5.757527e-19
0.061523,-1.839222e-20,-5.652012e-19
0.061768,-6.201132e-20,-5.460819e-19
0.062012,-5.301157e-20,-5.433763e-19
0.062256,-1.630722e-20,-5.312802e-19
0.062500,-3.955471e-20,-5.115551e-19
0.062744,-4.746820e-20,-5.232305e-19
0.062988,-4.764963e-20,-5.695268e-19
0.063232,-3.896198e-20,-6.070141e-19
0.063477,-1.353373e-20,-5.998790e-19
0.063721,-4.677444e-20,-5.771879e-19
0.063965,-5.820192e-20,-5.708969e-19
0.064209,-1.572416e-20,-5.599141e-19
0.064453,-2.578238e-20,-5.423323e-19
0.064697,-4.642703e-20,-5.520748e-19
0.064941,-4.026221e-20,-5.987623e-19
0.065186,-3.733860e-20,-6.398750e-19
0.065430,-1.562556e-20,-6.365778e-19
0.065674,-2.707494e-20,-6.124575e-19
0.065918,-5.849976e-20,-6.010881e-19
0.066162,-2.211467e-20,-5.927519e-19
0.066406,-1.093201e-20,-5.781339e-19
0.066650,-4.256996e-20,-5.867489e-19
0.066895,-3.477339e-20,-6.335392e-19
0.067139,-3.142025e-20,-6.770992e-19
0.067383,-2.039317e-20,-6.764903e-19
0.067627,-1.270490e-20,-6.504786e-19
0.067871,-4.805101e-20,-6.352215e-19
0.068115,-3.019694e-20,-6.264635e-19
0.068359,-1.060874e-21,-6.132034e-19
0.068604,-3.277947e-20,-6.234086e-19
0.068848,-3.642491e-20,-6.717112e-19
0.069092,-2.360624e-20,-7.180191e-19
0.069336,-2.103762e-20,-7.205198e-19
0.069580,-7.787148e-21,-6.921879e-19
0.069824,-3.196784e-20,-6.738539e-19
0.070068,-3.711041e-20,-6.657180e-19
0.070312,9.945072e-22,-6.549528e-19
0.070557,-1.751118e-20,-6.635841e-19
0.070801,-3.588440e-20,-7.094814e-19
0.071045,-1.914992e-20,-7.595334e-19
0.071289,-1.891868e-20,-7.663626e-19
0.071533,-6.052690e-21,-7.368850e-19
0.071777,-1.557604e-20,-7.150334e-19
0.072021,-3.867699e-20,-7.074118e-19
0.072266,-4.619536e-21,-6.975791e-19
0.072510,9.384309e-22,-7.061901e-19
0.072754,-3.127863e-20,-7.526283e-19
0.072998,-1.979748e-20,-8.047559e-19
0.073242,-1.013362e-20,-8.130987e-19
0.073486,-6.936881e-21,-7.837964e-19
0.073730,-4.209248e-21,-7.589846e-19
0.073975,-2.882337e-20,-7.475787e-19
0.074219,-1.194117e-20,-7.407938e-19
0.074463,1.048979e-20,-7.511906e-19
0.074707,-2.018877e-20,-7.962797e-19
0.074951,-2.080200e-20,-8.511842e-19
0.075195,-5.063841e-21,-8.637524e-19
0.075439,-4.592511e-21,-8.337414e-19
0.075684,2.144344e-21,-8.056488e-19
0.075928,-1.517768e-20,-7.933881e-19
0.076172,-1.449595e-20,-7.881613e-19
0.076416,1.387641e-20,-7.988688e-19
0.076660,-3.624195e-21,-8.419258e-19
0.076904,-1.789306e-20,-8.989726e-19
0.077148,9.404405e-23,-9.143820e-19
0.077393,4.002178e-21,-8.840257e-19
0.077637,6.195364e-21,-8.552802e-19
0.077881,-2.160061e-21,-8.412619e-19
0.078125,-1.185917e-20,-8.357373e-19
0.078369,1.248903e-20,-8.466003e-19
0.078613,1.234465e-20,-8.907125e-19
0.078857,-1.052530e-20,-9.490494e-19
0.079102,4.367068e-22,-9.655773e-19
0.079346,1.241909e-20,-9.374052e-19
0.079590,1.349589e-20,-9.054189e-19
0.079834,8.837271e-21,-8.879690e-19
0.080078,-1.709153e-21,-8.851088e-19
0.080322,1.248727e-20,-8.969544e-19
0.080566,2.315774e-20,-9.384446e-19
0.080811,3.047142e-21,-9.980520e-19
0.081055,2.653990e-21,-1.019683e-18
0.081299,1.848602e-20,-9.923478e-19
0.081543,2.104009e-20,-9.575695e-19
0.081787,1.726320e-20,-9.395320e-19
0.082031,8.900128e-21,-9.367299e-19
0.082275,1.575979e-20,-9.486365e-19
0.082520,3.007272e-20,-9.886238e-19
0.082764,1.794489e-20,-1.047530e-18
0.083008,1.054374e-20,-1.074335e-18
0.083252,2.244342e-20,-1.046750e-18
0.083496,2.922102e-20,-1.009328e-18
0.083740,2.765580e-20,-9.920121e-19
0.083984,1.720764e-20,-9.878640e-19
0.084229,2.001181e-20,-1.000253e-18
0.084473,3.743487e-20,-1.040168e-18
0.084717,3.127565e-20,-1.098677e-18
0.084961,1.747079e-20,-1.128163e-18
0.085205,2.660753e-20,-1.102237e-18
0.085449,3.847271e-20,-1.062530e-18
0.085693,3.910525e-20,-1.043608e-18
0.085938,2.835071e-20,-1.039559e-18
0.086182,2.594161e-20,-1.051258e-18
0.086426,4.137948e-20,-1.090882e-18
0.086670,4.113927e-20,-1.150417e-18
0.086914,2.941785e-20,-1.183143e-18
0.087158,3.172344e-20,-1.158758e-18
0.087402,4.227792e-20,-1.117462e-18
0.087646,4.999114e-20,-1.096520e-18
0.087891,3.938787e-20,-1.094079e-18
0.088135,3.338727e-20,-1.105632e-18
0.088379,4.710064e-20,-1.140970e-18
0.088623,5.011790e-20,-1.201764e-18
0.088867,4.324568e-20,-1.236329e-18
0.089111,3.990474e-20,-1.212853e-18
0.089355,4.509418e-20,-1.170430e-18
0.089600,5.682299e-20,-1.149491e-18
0.089844,5.311287e-20,-1.148121e-18
0.090088,4.042204e-20,-1.157590e-18
0.090332,4.864699e-20,-1.193471e-18
0.090576,5.843357e-20,-1.252323e-18
0.090820,5.246058e-20,-1.289972e-18
0.091064,4.890777e-20,-1.270462e-18
0.091309,5.033490e-20,-1.224344e-18
0.091553,6.156550e-20,-1.203011e-18
0.091797,6.749266e-20,-1.200521e-18
0.092041,4.870190e-20,-1.210266e-18
0.092285,5.095381e-20,-1.246460e-18
0.092529,6.752597e-20,-1.301780e-18
0.092773,6.036078e-20,-1.342242e-18
0.093018,5.753652e-20,-1.325960e-18
0.093262,5.850156e-20,-1.279090e-18
0.093506,6.258928e-20,-1.257464e-18
0.093750,7.537809e-20,-1.255556e-18
0.093994,6.246418e-20,-1.264120e-18
0.094238,5.310319e-20,-1.295287e-18
0.094482,7.413085e-20,-1.349919e-18
0.094727,7.363011e-20,-1.393197e-18
0.094971,6.166834e-20,-1.377615e-18
0.095215,6.501992e-20,-1.331242e-18
0.095459,6.743526e-20,-1.307321e-18
0.095703,8.040988e-20,-1.305321e-18
0.095947,7.742932e-20,-1.315232e-18
0.096191,5.561413e-20,-1.344822e-18
0.096436,7.207492e-20,-1.397145e-18
0.096680,8.340354e-20,-1.441403e-18
0.096924,6.786599e-20,-1.431322e-18
0.097168,7.088034e-20,-1.382618e-18
0.097412,7.262004e-20,-1.355190e-18
0.097656,7.974638e-20,-1.355376e-18
0.097900,8.827047e-20,-1.363663e-18
0.098145,6.543535e-20,-1.391425e-18
0.098389,6.855688e-20,-1.440569e-18
0.098633,9.013957e-20,-1.484459e-18
0.098877,7.583384e-20,-1.479661e-18
0.099121,7.353087e-20,-1.430857e-18
0.099365,7.805177e-20,-1.401673e-18
0.099609,7.739448e-20,-1.403676e-18
0.099854,9.383093e-20,-1.411083e-18
0.100098,7.713911e-20,-1.432673e-18
0.100342,6.480177e-20,-1.480949e-18
0.100586,9.301298e-20,-1.526815e-18
0.100830,8.569590e-20,-1.521360e-18
0.101074,7.318000e-20,-1.473621e-18
0.101318,8.265707e-20,-1.443388e-18
0.101562,7.830078e-20,-1.445938e-18
0.101807,9.080444e-20,-1.454148e-18
0.102051,8.852429e-20,-1.474530e-18
0.102295,6.325494e-20,-1.518824e-18
0.102539,8.468717e-20,-1.562559e-18
0.102783,9.546788e-20,-1.563087e-18
0.103027,7.430053e-20,-1.516186e-18
0.103271,8.088622e-20,-1.483112e-18
0.103516,8.288659e-20,-1.484612e-18
0.103760,8.822972e-20,-1.493036e-18
0.104004,9.632870e-20,-1.509993e-18
0.104248,6.824614e-20,-1.551482e-18
0.104492,7.410335e-20,-1.595823e-18
0.104736,1.006568e-19,-1.596357e-18
0.104980,7.989517e-20,-1.553487e-18
0.105225,7.478607e-20,-1.517837e-18
0.105469,8.551731e-20,-1.519965e-18
0.105713,8.455462e-20,-1.530448e-18
0.105957,9.667861e-20,-1.542379e-18
0.106201,7.791698e-20,-1.581248e-18
0.106445,6.579897e-20,-1.623733e-18
0.106689,9.960389e-20,-1.627270e-18
0.106934,8.870157e-20,-1.585399e-18
0.107178,7.003349e-20,-1.547870e-18
0.107422,8.535671e-20,-1.548265e-18
0.107666,8.299709e-20,-1.560977e-18
0.107910,9.292658e-20,-1.572805e-18
0.108154,8.539942e-20,-1.605226e-18
0.108398,6.088751e-20,-1.649138e-18
0.108643,9.066885e-20,-1.653353e-18
0.108887,9.780198e-20,-1.614344e-18
0.109131,7.204994e-20,-1.578118e-18
0.109375,8.027418e-20,-1.575537e-18
0.109619,8.533580e-20,-1.588944e-18
0.109863,8.995104e-20,-1.597646e-18
0.110107,9.071719e-20,-1.625879e-18
0.110352,6.542256e-20,-1.666994e-18
0.110596,7.838083e-20,-1.673850e-18
0.110840,1.025262e-19,-1.637432e-18
0.111084,7.676276e-20,-1.600737e-18
0.111328,7.203746e-20,-1.598809e-18
0.111572,8.745899e-20,-1.611461e-18
0.111816,8.772900e-20,-1.619021e-18
0.112061,9.190951e-20,-1.642959e-18
0.112305,7.018900e-20,-1.681227e-18
0.112549,6.951208e-20,-1.690241e-18
0.112793,1.019124e-19,-1.655941e-18
0.113037,8.405773e-20,-1.618666e-18
0.113281,6.771349e-20,-1.615522e-18
0.113525,8.290429e-20,-1.629652e-18
0.113770,8.632490e-20,-1.637131e-18
0.114014,9.061356e-20,-1.656030e-18
0.114258,7.558300e-20,-1.692410e-18
0.114502,6.180917e-20,-1.702731e-18
0.114746,9.266052e-20,-1.669713e-18
0.114990,9.481346e-20,-1.635809e-18
0.115234,6.547750e-20,-1.630425e-18
0.115479,7.466505e-20,-1.642824e-18
0.115723,8.776306e-20,-1.649831e-18
0.115967,8.743792e-20,-1.663199e-18
0.116211,7.837302e-20,-1.697012e-18
0.116455,5.891803e-20,-1.708108e-18
0.116699,8.024183e-20,-1.678257e-18
0.116943,9.737226e-20,-1.644397e-18
0.117188,6.684509e-20,-1.639250e-18
0.117432,6.596880e-20,-1.652446e-18
0.117676,8.362287e-20,-1.657449e-18
0.117920,8.387138e-20,-1.670314e-18
0.118164,7.754493e-20,-1.698350e-18
0.118408,5.741767e-20,-1.707813e-18
0.118652,6.902963e-20,-1.682147e-18
0.118896,9.521375e-20,-1.648919e-18
0.119141,7.050389e-20,-1.643168e-18
0.119385,5.527318e-20,-1.655819e-18
0.119629,7.554939e-20,-1.661367e-18
0.119873,8.123393e-20,-1.669896e-18
0.120117,7.493080e-20,-1.694334e-18
0.120361,5.650640e-20,-1.707133e-18
0.120605,5.518807e-20,-1.681242e-18
0.120850,8.600203e-20,-1.649403e-18
0.121094,7.520554e-20,-1.646772e-18
0.121338,4.833747e-20,-1.654924e-18
0.121582,6.440393e-20,-1.658798e-18
0.121826,7.690045e-20,-1.665697e-18
0.122070,7.155088e-20,-1.684971e-18
0.122314,5.415926e-20,-1.697919e-18
0.122559,4.526186e-20,-1.673810e-18
0.122803,7.349260e-20,-1.643001e-18
0.123047,7.421406e-20,-1.640839e-18
0.123291,4.327436e-20,-1.650697e-18
0.123535,5.120451e-20,-1.654208e-18
0.123779,6.771500e-20,-1.657038e-18
0.124023,6.489050e-20,-1.672416e-18
0.124268,5.152366e-20,-1.684026e-18
0.124512,3.592580e-20,-1.663607e-18
0.124756,5.774289e-20,-1.634097e-18
0.125000,7.230818e-20,-1.630860e-18
0.125244,4.053520e-20,-1.641554e-18
0.125488,3.635510e-20,-1.642866e-18
0.125732,5.795172e-20,-1.643008e-18
0.125977,5.851342e-20,-1.656529e-18
0.126221,4.578203e-20,-1.666216e-18
0.126465,2.697359e-20,-1.647898e-18
0.126709,4.181217e-20,-1.620078e-18
0.126953,6.684548e-20,-1.618045e-18
0.127197,3.851152e-20,-1.629028e-18
0.127441,2.255648e-20,-1.626937e-18
0.127686,4.681869e-20,-1.625115e-18
0.127930,5.267561e-20,-1.634770e-18
0.128174,4.157331e-20,-1.642169e-18
0.128418,2.080596e-20,-1.625845e-18
0.128662,2.287304e-20,-1.598330e-18
0.128906,5.610295e-20,-1.596392e-18
0.129150,3.916894e-20,-1.608613e-18
0.129395,9.695840e-21,-1.608570e-18
0.129639,3.146566e-20,-1.602782e-18
0.129883,4.347636e-20,-1.609046e-18
0.130127,3.298207e-20,-1.616054e-18
0.130371,1.703724e-20,-1.598081e-18
0.130615,1.072842e-20,-1.574252e-18
0.130859,4.088143e-20,-1.573316e-18
