pulsar,P_s,Pponto_s_por_s,distancia_kpc
J1902+0556,0.746577356,1.2875e-14,3.60
J1902+0615,0.673503317,7.7127e-15,7.00
J1902+0723,0.487812628,2.1000e-16,3.33
J1902-5105,0.00174239995,9.1993e-21,2.10
J1903+0135,0.729303862,4.0331e-15,3.30
J1903-0258,0.301458774,6.7910e-16,3.10
J1903+0327,0.00214991236,1.8821e-20,6.45
J1903+0601,0.374117028,1.9204e-14,7.84
J1903-0632,0.431887085,3.4014e-15,8.77
J1903-0848,0.887324641,1.3300e-15,2.32
J1903+0925,0.35715482,3.6899e-14,4.17
J1903+2225,0.651185384,4.4500e-16,7.86
J1903-7051,0.00359789802,1.0430e-20,1.13
J1904+0004,0.139524629,1.1806e-16,6.43
J1904-0150,0.379387162,8.8980e-16,4.93
J1904+0412,0.0710948974,1.1000e-19,4.01
J1904+0451,0.00609236793,5.7000e-21,3.96
J1904+0738,0.208958332,4.1090e-16,5.86
J1904+0800,0.263344726,1.7317e-14,9.20
J1904+1011,1.85656972,2.7600e-16,4.03
J1904-1224,0.750808122,7.4236e-16,5.63
J1905-0056,0.64318126,3.0516e-15,6.91
J1905+0400,0.00378440479,4.9052e-21,1.33
J1905+0600,0.441209732,1.1123e-15,18.06
J1905+0616,0.989706023,1.3523e-13,5.24
J1905+0709,0.648040054,4.9416e-15,4.98
J1905+0902,0.218252913,3.4985e-15,9.14
J1906+0414,1.04336163,1.1461e-14,9.21
J1906+0641,0.267275008,2.1356e-15,7.00
J1906+0649,1.28656438,1.5200e-16,5.07
J1906+0722,0.111524136,3.5879e-14,
J1906+0746,0.144073155,2.0268e-14,7.40
J1906+0912,0.77534459,1.3200e-16,5.63
J1906+1854,1.01909277,2.0540e-16,11.06
J1907+0249,0.35187944,1.1350e-15,7.49
J1907+0345,0.240153263,8.2220e-15,8.62
J1907+0534,1.13840271,3.1500e-15,11.94
J1907+0602,0.106632746,8.6821e-14,3.01
J1907+0731,0.36367633,1.8416e-14,4.89
J1907+0740,0.574697952,6.7100e-16,6.84
J1907+0918,0.22610711,9.4296e-14,7.68
J1907+0919,5.198346,9.2000e-11,
J1907+1149,1.42016034,1.5979e-13,5.28
J1907+1247,0.827097371,1.9480e-15,7.18
J1907-1532,0.632235329,3.0840e-15,3.09
J1907+4002,1.23575745,5.4071e-16,1.76
J1908+0457,0.846792846,9.8000e-16,9.30
J1908+0500,0.291020787,2.5856e-15,4.43
J1908+0734,0.212352673,8.2459e-16,0.58
J1908+0839,0.185397244,2.3865e-15,9.42
J1908+0909,0.336554652,3.4871e-14,8.81
J1908+0916,0.830269885,9.8000e-17,5.17
J1908+2351,0.377578026,1.7000e-17,6.63
J1909+0007,1.01694836,5.5186e-15,3.26
J1909+0254,0.989831207,5.5253e-15,4.50
J1909+0616,0.755992761,2.0580e-14,8.59
J1909+0641,0.741761952,3.2239e-15,1.86
J1909+0749,0.237161293,1.5192e-13,10.84
J1909+0912,0.222949273,3.5805e-14,8.20
J1909+1102,0.283641331,2.6397e-15,4.80
J1909+1450,0.996107795,2.1900e-16,4.94
J1909+1859,0.542451096,9.7000e-17,3.40
J1909-3744,0.00294710807,1.4025e-20,1.14
J1910-0112,1.36060293,1.8000e-16,6.44
J1910+0225,0.337854845,2.6230e-16,6.33
J1910-0309,0.504604608,2.1873e-15,10.25
J1910+0358,2.33026282,4.4711e-15,2.95
J1910+0534,0.452867354,1.9200e-15,15.39
J1910+0714,2.71242284,6.1220e-15,3.60
J1910+0728,0.325415322,8.3062e-15,6.04
J1910+1231,1.44174159,8.2297e-15,6.47
J1910+1256,0.00498358394,9.6860e-21,1.95
J1910-5959A,0.00326618657,2.9470e-21,4.55
J1910-5959C,0.00527732693,2.1600e-21,2.16
J1910-5959D,0.00903528525,9.6431e-19,2.15
J1911-1114,0.00362574557,1.4160e-20,1.59
J1911+1347,0.00462596247,1.7120e-20,1.60
J1911+1758,0.460405819,1.3100e-17,2.54
J1912+1036,0.409349486,1.5762e-14,4.23
J1912+2104,2.23296903,1.0178e-14,4.84
J1912+2525,0.621976245,2.2500e-16,2.02
J1913-0440,0.825935803,4.0680e-15,3.22
J1913+0446,1.61612987,2.7890e-13,3.41
J1913+0832,0.134409004,4.5696e-15,7.76
J1913+0904,0.163245786,1.7617e-14,3.49
J1913+0936,1.2419646,4.3200e-16,4.22
J1913+1000,0.837148196,1.6737e-14,7.89
J1913+1011,0.0359086128,3.3677e-15,4.48
J1913+1145,0.306068645,5.0160e-15,15.06
J1913+1330,0.923390559,8.6799e-15,5.35
J1913+1400,0.521472714,8.0353e-16,5.07
J1913+3732,0.851078949,1.3792e-15,5.50
J1914+0219,0.457526574,1.0181e-15,9.77
J1914+0631,0.693811206,3.3000e-17,2.68
J1914+1122,0.600997496,6.5550e-16,3.80
J1915+0227,0.317306233,2.9898e-16,7.01
J1915+0738,1.54270445,3.3060e-15,1.98
J1915+0752,2.05831379,1.3900e-16,3.56
J1915+0838,0.342776797,1.5710e-15,8.12
J1915+1009,0.404547474,1.5256e-14,7.00
J1915+1410,0.297494122,4.8900e-17,7.76
J1915+1606,0.0590300032,8.6280e-18,7.13
J1915+1647,1.6162315,4.0550e-16,3.16
J1916+0748,0.541752114,1.0708e-14,8.24
J1916+0844,0.439995272,2.9009e-15,7.98
J1916+0852,2.18274599,1.3100e-14,6.98
J1916+0951,0.27025444,2.5185e-15,2.88
J1916+1023,1.61833892,6.8000e-16,6.93
J1916+1030,0.628969721,3.4000e-17,7.55
J1916+1225,0.227387489,2.3452e-14,6.19
J1916+1312,0.281842407,3.6491e-15,4.50
J1917+0834,2.12966536,1.7494e-14,1.51
J1917+1353,0.194630983,7.1978e-15,5.00
J1917+1737,0.334725227,3.2400e-16,10.21
J1917+2224,0.425897254,2.8649e-15,8.04
J1918-0642,0.00764587288,2.5694e-20,0.91
J1918-1052,0.798692542,8.6530e-16,2.78
J1918+1444,1.1810233,2.1236e-13,1.41
J1918+1541,0.370882999,2.5430e-15,0.68
J1919+0021,1.27226037,7.6698e-15,3.32
J1919+0134,1.60398356,5.8900e-16,10.23
J1919+1314,0.571399861,3.7877e-15,20.84
J1919+1645,0.562789987,2.1610e-16,9.56
J1919+1745,2.08134346,1.7050e-15,6.86
J1920+1040,2.21580174,6.4800e-15,7.19
J1920+1110,0.50988582,1.5600e-16,5.01
J1920+2650,0.78552185,3.4360e-17,1.46
J1921+0812,0.210648412,5.3633e-15,3.47
J1921+1419,0.618182591,5.6007e-15,4.08
J1921+1544,0.143575681,9.8036e-16,15.10
J1921+1948,0.821035081,8.9551e-16,8.15
J1921+2003,0.760681389,5.0000e-17,5.16
J1921+2153,1.33730216,1.3482e-15,0.30
J1922+1733,0.236170877,1.3384e-14,10.00
J1922+2018,1.1727634,6.4875e-16,10.74
J1922+2110,1.07792434,8.1803e-15,4.00
J1923+1706,0.547209202,4.3000e-17,6.38
J1923+2515,0.00378815552,9.4200e-21,0.99
J1924+1631,2.93518646,3.6421e-13,28.35
J1924+1639,0.158042918,2.5638e-15,9.13
J1924+2040,0.237790138,2.0900e-15,10.75
J1926+0431,1.07407817,2.4589e-15,3.95
J1926+0737,0.318062051,3.7500e-16,5.61
J1926-1314,4.8642838,3.6440e-14,2.09
J1926+1434,1.32492197,2.1948e-16,8.02
J1926+1648,0.579822815,1.7994e-14,6.00
J1926+1928,1.34601218,1.4300e-15,30.00
J1926+2016,0.299071778,3.5008e-15,11.85
J1927+0911,0.290305256,6.3500e-17,7.19
J1927+1852,0.482766274,1.1600e-16,10.28
J1927+1856,0.298313497,2.2430e-15,4.81
J1927+2234,1.43106641,7.7100e-16,9.30
J1928+1746,0.0687304058,1.3191e-14,8.12
J1928+1923,0.817329808,6.3495e-15,30.00
J1929+1844,1.22047,2.3600e-15,5.34
J1929+1955,0.25783194,2.5553e-15,12.08
J1929+2121,0.723598503,2.1386e-15,3.36
J1930+1316,0.760031968,3.6610e-15,8.28
J1930-1852,0.18552016,1.8001e-17,2.34
J1930+1852,0.136855047,7.5057e-13,7.00
J1931+1536,0.314355396,5.0148e-15,6.41
J1931+1952,0.501123113,1.0080e-16,22.62
J1932+1059,0.226517635,1.1574e-15,0.31
J1932+1916,0.208214904,9.3173e-14,
J1932+2020,0.268217403,4.2171e-15,5.00
J1932+2220,0.144469765,5.7572e-14,10.90
J1932-3655,0.57142032,2.8400e-16,4.41
J1933+0758,0.437454407,2.1830e-16,8.33
J1933+1304,0.928323751,3.1820e-16,8.10
J1933+2421,0.813690303,8.1098e-15,5.52
J1933-6211,0.00354343144,3.7000e-21,0.63
J1934+2352,0.178431524,1.3070e-13,23.98
J1935+1616,0.358738411,6.0025e-15,3.70
J1935+1745,0.654408147,3.7800e-16,9.57
J1935+2025,0.0801181335,6.0758e-14,8.64
J1936+1536,0.96733837,4.0390e-15,8.41
J1937+1505,2.87277365,5.6000e-15,14.07
J1937+2544,0.200980202,6.4292e-16,2.76
J1937+2950,1.65742878,3.4811e-15,6.44
J1938+0650,1.12156189,5.6800e-15,3.64
J1938+2010,0.687081857,3.3990e-15,14.36
J1938+2213,0.166115573,4.2442e-14,4.54
J1939+2134,0.00155780656,1.0510e-19,1.50
J1939+2449,0.645302469,1.8271e-14,7.34
J1940+2337,0.546824158,7.6796e-14,9.87
J1941+0121,0.217317452,1.9130e-16,2.89
J1941+1026,0.905393888,9.9620e-16,8.60
J1941+1341,0.559084099,1.2387e-15,8.55
J1941+2525,2.3061527,1.6083e-13,15.35
J1941-2602,0.402857909,9.5615e-16,4.74
J1942+1743,0.696262215,1.0100e-16,9.83
J1943+0609,0.446226282,4.6590e-16,3.89
J1943-1237,0.972428851,1.6557e-15,1.64
J1943+2210,0.00508417369,8.8000e-21,8.35
J1944+0907,0.0051852019,1.7130e-20,1.28
J1944-1750,0.841157774,9.8619e-16,5.30
J1944+1755,1.99689901,7.3000e-16,9.50
J1944+2236,0.00361799308,7.5000e-21,8.46
J1945-0040,1.04563244,5.3466e-16,3.53
J1945+1834,1.06870769,2.4200e-16,12.77
J1946-1312,0.491865489,1.9866e-15,5.64
J1946+1805,0.440618477,2.4092e-17,0.30
J1946+2244,1.33444986,8.8900e-16,7.09
J1946+2535,0.515167051,5.6410e-15,9.58
J1946+2611,0.435060255,2.1970e-14,7.78
J1946-2913,0.959447932,1.4883e-15,4.31
J1946+3417,0.00317013923,3.7000e-21,6.41
J1947+0915,1.48074382,4.7800e-16,5.80
J1947+1957,0.157508543,5.2260e-16,9.51
J1948+2551,0.196626814,9.0224e-15,11.85
J1948+3540,0.717311174,7.0612e-15,7.87
J1949+2306,1.31937339,1.2310e-16,8.65
J1949-2524,0.95761663,3.2706e-15,1.34
J1949+3106,0.0131381833,9.3913e-20,7.78
J1950+2414,0.00430477555,1.8900e-20,7.29
J1951+1123,5.09408303,3.0310e-15,1.66
J1952+1410,0.275025683,1.2815e-16,1.66
J1952+2630,0.0207323606,4.2721e-18,13.67
J1952+3252,0.0395311929,5.8448e-15,3.00
J1953+1149,0.851890277,2.8650e-15,12.53
J1953+2732,1.33396499,1.7730e-15,7.86
J1954+2836,0.0927090547,2.1163e-14,
J1954+2923,0.426676787,1.7110e-18,0.42
J1955+2527,0.00487276586,9.1200e-21,9.06
J1955+2908,0.00613316651,2.9720e-20,5.39
J1955+5059,0.518937987,1.3724e-15,1.80
J1956+0838,0.303910924,2.1990e-16,4.31
J1957+2831,0.307682865,3.1099e-15,6.98
J1957+5033,0.374806224,7.0800e-15,
J1958+2846,0.290389245,2.1204e-13,
J1959+2048,0.00160740168,1.6851e-20,1.53
J1959+3620,0.406081181,3.6000e-17,29.32
J2002+1637,0.276497484,2.2500e-16,6.10
J2002+3217,0.69676051,1.0514e-13,6.68
J2002+4050,0.90506682,1.7388e-15,8.30
J2004+3137,2.11126473,7.4550e-14,8.00
J2004+3429,0.240952642,2.0683e-13,22.18
J2005-0020,2.27966106,2.5663e-14,2.16
J2005+3547,0.615033895,2.8080e-16,30.00
J2005+3552,0.307942905,2.9900e-15,30.00
J2006-0807,0.580871337,4.6010e-17,2.01
J2006+3102,0.163695236,2.4872e-14,5.58
J2007+0809,0.325724366,1.3700e-16,3.44
J2007+0910,0.458734826,3.3244e-16,2.93
J2007+2722,0.0244973885,9.6110e-19,6.85
J2007+3120,0.608205315,1.5604e-14,7.28
J2008+2513,0.589195503,5.3950e-15,3.22
J2009+3326,1.4383686,1.4680e-15,10.73
J2010-1323,0.00522327102,4.8200e-21,1.29
J2010+2845,0.565369345,9.0720e-17,6.03
J2010+3230,1.44244752,3.6160e-15,18.89
J2011+3331,0.931733093,1.7857e-15,12.95
J2012-2029,0.544001871,5.4750e-16,3.92
J2013-0649,0.580187269,6.0070e-16,4.85
J2013+3058,0.276027693,1.5194e-16,6.88
J2013+3845,0.230193614,8.8510e-15,13.07
J2015+2524,2.30329908,5.1000e-16,0.69
J2016+1948,0.0649403882,4.0063e-19,1.83
J2017+0603,0.00289621582,8.3000e-21,1.32
J2017+2043,0.537143086,9.9555e-16,3.55
J2018+2839,0.55795348,1.4811e-16,0.98
J2018+3431,0.387664087,1.8365e-15,8.79
J2019+2425,0.00393452408,7.0237e-21,0.91
J2021+3651,0.103740952,9.5721e-14,1.80
J2021+4026,0.265317661,5.4682e-14,2.15
J2022+2854,0.343402158,1.8942e-15,2.10
J2022+3842,0.0485787796,8.6100e-14,10.00
J2022+5154,0.529196918,3.0634e-15,1.80
J2023+5037,0.372619055,2.5121e-15,1.80
J2027+2146,0.398173022,2.0280e-16,10.09
J2027+4557,1.09965137,3.0940e-16,22.99
J2028+3332,0.176707415,4.8575e-15,
J2029+3744,1.21680466,1.2320e-14,7.00
J2030+2228,0.630512647,8.8535e-16,4.75
J2030+3641,0.200128588,6.5001e-15,11.17
J2030+4415,0.227070177,6.4843e-15,
J2032+4127,0.1432499,1.2500e-14,1.70
J2033+0042,5.013398,1.0130e-14,2.87
J2033+1734,0.00594895753,1.1112e-20,1.37
J2033-1938,1.28171902,4.5500e-16,1.54
J2036+2835,1.35872676,2.0900e-15,6.78
J2037+1942,2.07437708,2.0400e-15,2.05
J2037+3621,0.618715084,4.5024e-15,5.05
J2038-3816,1.57728615,4.1340e-15,2.94
J2038+5319,1.42456822,9.4418e-16,13.83
J2040+1657,0.865606225,5.9490e-16,3.51
J2043+1711,0.00237987896,5.2400e-21,1.25
J2043+2740,0.0961305629,1.2700e-15,1.13
J2044+4614,1.39271546,6.3000e-16,26.78
J2045+0912,0.395555112,1.9520e-16,1.99
J2046-0421,1.54693812,1.4715e-15,3.83
J2046+1540,1.13828568,1.8232e-16,2.56
J2046+5708,0.476734842,1.1122e-14,9.67
J2047+5029,0.445944557,4.1757e-15,5.03
J2048-1616,1.9615723,1.0958e-14,0.95
J2048+2255,0.283900964,1.5160e-17,6.18
J2051-0827,0.00450864174,1.2737e-20,1.28
J2053-7200,0.341336231,1.9570e-16,1.05
J2055+2209,0.815181103,1.3401e-15,2.15
J2055+2539,0.319561174,4.0800e-15,
J2055+3630,0.221507638,3.6913e-16,5.00
J2105+6223,2.30487884,5.2190e-15,3.03
J2108-3429,1.42310184,3.5030e-15,2.63
J2108+4441,0.414870537,8.6210e-17,5.28
J2111+2106,3.95385296,3.2400e-15,5.64
J2111+4606,0.157829925,1.4304e-13,
J2113+2754,1.20285175,2.6230e-15,2.61
J2113+4644,1.01468479,7.1461e-16,4.00
J2116+1414,0.440153067,2.8926e-16,4.43
J2124+1407,0.694053479,7.6801e-16,2.09
J2124-3358,0.00493111494,2.0571e-20,0.41
J2127-6648,0.325771287,2.2600e-16,2.75
J2129+1210B,0.0561330355,9.5406e-18,12.90
J2129+1210C,0.0305292961,4.9879e-18,12.90
J2129+1210E,0.00465143522,1.7800e-19,12.90
J2129+1210F,0.00402704271,3.2000e-20,12.90
J2129+1210G,0.037660167,2.0000e-18,12.90
J2129+1210H,0.00674339424,2.4000e-20,12.90
J2129-5721,0.00372634848,2.0853e-20,3.20
J2136-1606,1.2272354,1.6000e-17,1.27
J2139+2242,1.08351351,1.4210e-15,4.71
J2139+4716,0.282849345,1.7857e-15,
J2143+0654,9.42822888,4.1000e-14,
J2144-3933,8.50982749,4.9600e-16,0.16
J2145-0750,0.0160524239,2.9788e-20,0.53
J2149+6329,0.380140345,1.6810e-16,13.65
J2150+5247,0.332205672,1.0106e-14,5.67
J2151+2315,0.593533613,7.0800e-16,1.42
J2155+2813,1.60902,9.1640e-16,5.06
J2155-3118,1.03000211,1.2409e-15,0.97
J2155-5641,1.37365439,4.2300e-15,0.86
J2156+2618,0.498149073,1.4200e-17,4.71
J2157+4017,1.52526563,3.4326e-15,2.90
J2205+1444,0.938014228,9.0000e-16,3.33
J2206+6151,0.32267355,3.9700e-16,13.81
J2208+5500,0.933161075,6.9878e-15,3.55
J2212+2933,1.00459253,4.9517e-16,4.76
J2214+3000,0.00311922658,1.4000e-20,1.00
J2215+1538,0.374195893,2.3672e-15,3.12
J2215+5135,0.00260961972,3.3400e-20,3.26
J2216+5759,0.419102265,6.9048e-14,7.82
J2217+5733,1.05684422,6.5100e-16,6.82
J2219+4754,0.538468822,2.7652e-15,2.61
J2222-0137,0.0328178591,5.8650e-20,0.27
J2222+2923,0.281399143,6.1700e-18,4.46
J2225+6535,0.682542497,9.6606e-15,2.00
J2229+2643,0.00297781929,1.4600e-21,1.43
J2229+6114,0.0516235739,7.8270e-14,3.00
J2229+6205,0.443054561,2.2553e-15,5.70
J2234+2114,1.35874531,2.2200e-16,3.38
J2235+1506,0.059767358,1.5760e-19,1.15
J2236-5527,0.00690754939,9.6000e-21,2.03
J2238+5903,0.162733853,9.7034e-14,
J2240+5832,0.1399345,1.5358e-14,14.85
J2241-5236,0.00218669977,6.6400e-21,0.68
J2242+6950,1.66450079,4.8238e-15,2.30
J2243+1518,0.596799464,1.1250e-16,2.90
J2248-0101,0.477233119,6.5935e-16,2.28
J2253+1516,0.79223592,6.6500e-17,2.81
J2257+5909,0.368246454,5.7529e-15,3.00
J2301+5852,6.97907097,4.7123e-13,3.30
J2302+4442,0.00519232465,1.3300e-20,0.75
J2302+6028,1.20640429,2.0400e-15,6.80
J2305+3100,1.57588634,2.8925e-15,2.61
J2305+4707,1.06637107,5.6909e-16,4.35
J2307+2225,0.535828895,8.7000e-18,0.38
J2308+5547,0.475067675,1.9949e-16,2.42
J2313+4253,0.349433682,1.1237e-16,1.06
J2317+1439,0.00344525107,2.4200e-21,1.89
J2317+2149,1.4446531,1.0470e-15,1.45
J2319+6411,0.216018279,1.6320e-16,25.66
J2321+6024,2.25648843,7.0369e-15,2.70
J2322+2057,0.00480842821,9.7000e-21,0.78
J2324-6054,2.34748605,2.5860e-15,0.90
J2325-0530,0.868735115,1.0287e-15,1.07
J2325+6316,1.43630954,2.8255e-15,10.86
J2326+6113,0.233651969,3.5256e-16,4.82
J2330-2005,1.64362219,4.6304e-15,0.47
J2333+6145,0.756899382,1.1761e-15,5.01
J2337+6151,0.495369868,1.9345e-13,0.70
J2339-0533,0.00288422674,1.4102e-20,1.10
J2346-0609,1.18146338,1.3630e-15,1.96
J2354+6155,0.944783887,1.6263e-14,3.31
