lambda_nm,irradiancia_W_m2_nm
2378.95,0.063774
2379.05,0.063765
2379.95,0.063681
2380.05,0.063671
2380.95,0.063587
2381.05,0.063577
2381.95,0.063493
2382.05,0.063484
2382.95,0.0634
2383.05,0.063391
2383.95,0.063307
2384.05,0.063298
2384.95,0.063214
2385.05,0.063204
2385.95,0.063122
2386.05,0.063112
2386.95,0.06303
2387.05,0.063021
2387.95,0.062939
2388.05,0.06293
2388.95,0.062848
2389.05,0.062839
2389.95,0.062758
2390.05,0.062749
2390.95,0.062666
2391.05,0.062657
2391.95,0.062575
2392.05,0.062566
2392.95,0.062484
2393.05,0.062475
2393.95,0.062394
2394.05,0.062385
2394.95,0.062305
2395.05,0.062296
2395.95,0.062216
2396.05,0.062208
2396.95,0.062129
2397.05,0.06212
2397.95,0.062043
2398.05,0.062034
2398.95,0.061958
2399.05,0.061949
2399.95,0.061874
